DEPARTURES_PERFORMED,PASSENGERS,DISTANCE,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,AIRCRAFT_TYPE,MONTH
7,999,6967,ET,Ethiopian Airlines,ET,Ethiopian Airlines,12478,JFK,10162,ADD,887,5
7,767,6967,ET,Ethiopian Airlines,ET,Ethiopian Airlines,10162,ADD,12478,JFK,887,5
7,176,156,VB,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",VB,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",13514,MTY,12206,HRL,694,5
7,233,156,VB,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",VB,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",12206,HRL,13514,MTY,694,5
7,860,690,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),11874,GDL,14683,SAT,694,5
7,913,690,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),14683,SAT,11874,GDL,694,5
7,771,1780,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),12892,LAX,13799,OAX,722,5
7,762,935,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),13252,MEX,11298,DFW,722,5
7,692,1729,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),13252,MEX,11638,FAT,722,5
7,1028,1708,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),10638,BJX,14893,SMF,722,5
7,671,935,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),11298,DFW,13252,MEX,722,5
7,822,1518,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),14831,SJC,16293,ZCL,722,5
7,1032,1707,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),13370,MLM,13930,ORD,722,5
7,827,1780,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),13799,OAX,12892,LAX,722,5
